episode,rewards,actor_loss,critic_loss
320,163.00,-0.1386,0.4471
321,189.00,-0.4496,0.3804
322,172.00,-0.1345,0.3520
323,155.00,-0.7793,0.3524
324,183.00,-0.0653,0.3399
325,116.00,-1.3353,0.3009
326,171.00,-0.0795,0.2848
327,184.00,-0.1421,0.3147
328,181.00,-0.1159,0.2889
329,204.00,-0.2705,0.2901
330,145.00,-0.1533,0.2695
331,162.00,-0.0415,0.2274
332,159.00,-0.1636,0.2705
333,263.00,-0.2770,0.2739
334,163.00,-0.3246,0.2652
335,122.00,-0.0960,0.2903
336,131.00,-0.0943,0.2089
337,160.00,-0.3935,0.2275
338,181.00,-0.6023,0.2342
339,119.00,-0.2028,0.2346
340,136.00,-0.0223,0.1431
341,133.00,-0.1166,0.1715
342,124.00,-0.0693,0.1483
343,111.00,-0.2670,0.1653
344,180.00,-0.1885,0.1713
345,144.00,-0.1819,0.1809
346,179.00,-0.2705,0.1792
347,145.00,-0.1493,0.2040
348,151.00,-0.2147,0.1658
349,184.00,-0.1370,0.1917
350,114.00,-0.0286,0.3151
351,135.00,-0.2159,0.2258
352,61.00,-0.0500,0.2696
353,157.00,-0.1153,0.1389
354,106.00,-0.1031,0.1348
355,54.00,-0.0527,0.2166
356,102.00,-0.1211,0.1438
357,170.00,-0.1321,0.1150
358,18.00,-0.0497,0.3242
359,196.00,-0.1930,0.2267
360,64.00,-0.0364,0.1681
361,61.00,-0.0879,0.1456
362,84.00,-0.0394,0.1665
363,187.00,-0.2002,0.0853
364,111.00,-0.0133,0.0584
365,169.00,-0.0612,0.0931
366,121.00,-0.0850,0.1455
367,139.00,-0.2236,0.1043
368,157.00,-0.1200,0.1174
369,161.00,-0.7410,0.1347
370,120.00,-0.0795,0.1958
371,143.00,-0.0332,0.1333
372,116.00,-0.0746,0.1788
373,98.00,-0.0343,0.1329
374,116.00,-0.0135,0.0602
375,185.00,-0.2373,0.1105
376,108.00,-0.0333,0.3786
377,153.00,-0.0144,0.1472
378,172.00,-0.1707,0.1333
379,220.00,-0.1668,0.1636
380,167.00,-0.1071,0.1616
381,192.00,-0.0242,0.1687
382,235.00,-0.0967,0.2806
383,172.00,-0.0681,0.1568
384,215.00,-0.0443,0.2076
385,211.00,-0.0233,0.1923
386,220.00,-0.3060,0.2127
387,146.00,-2.2257,0.2942
388,226.00,-0.3364,0.2830
389,253.00,-1.0841,0.2386
390,258.00,-0.7894,0.2360
391,239.00,-0.0880,0.2081
392,229.00,-0.1106,0.2847
393,289.00,-0.0761,0.2548
394,163.00,-0.0949,0.1924
395,215.00,-0.7510,0.2168
396,203.00,-0.0648,0.2190
397,192.00,-0.8259,0.2071
398,199.00,-0.1428,0.2408
399,224.00,-0.2409,0.2042
400,181.00,-0.4389,0.1890
401,179.00,-0.8275,0.1881
402,124.00,-0.0170,0.1797
403,174.00,-0.0261,0.1657
404,207.00,-0.2602,0.1705
405,144.00,-0.0703,0.1681
406,196.00,-0.1569,0.1659
407,172.00,-0.3462,0.2173
408,175.00,-0.2777,0.1794
409,173.00,-0.4364,0.1778
410,155.00,-0.1693,0.1624
411,150.00,-0.0265,0.1556
412,157.00,-0.1019,0.1706
413,163.00,-0.4481,0.1553
414,144.00,-0.3024,0.1506
415,133.00,-0.1216,0.1410
416,126.00,-0.0768,0.1151
417,148.00,-0.1150,0.1169
418,141.00,-0.3883,0.1321
419,139.00,-0.1108,0.1242
420,113.00,-0.0440,0.1145
421,134.00,-0.0910,0.1093
422,139.00,-0.4854,0.1102
423,139.00,-0.0735,0.1279
424,110.00,-0.0316,0.0884
425,161.00,-0.0305,0.1061
426,154.00,-0.0224,0.1350
427,164.00,-0.2634,0.1319
428,153.00,-0.4442,0.1380
429,141.00,-0.3124,0.1267
430,142.00,-0.3843,0.1318
431,178.00,-0.3747,0.1415
432,134.00,-0.0376,0.1324
433,142.00,-0.0158,0.1398
434,148.00,-0.0866,0.1372
435,149.00,-0.4006,0.1451
436,161.00,-0.2751,0.1401
437,155.00,-0.3679,0.1546
438,150.00,-0.3116,0.1616
439,166.00,-0.1651,0.1565
440,188.00,-0.2586,0.1792
441,165.00,-0.2261,0.1686
442,173.00,-0.0252,0.1681
443,117.00,-0.8294,0.1380
444,200.00,-0.2780,0.1754
445,356.00,-0.0680,0.1882
446,226.00,-0.3490,0.2177
447,190.00,-0.1935,0.2071
448,198.00,-0.1394,0.3630
449,250.00,-0.0362,0.1973
450,256.00,-0.1252,0.2854
451,256.00,-0.2050,0.2654
452,335.00,-0.4548,0.2722
453,235.00,-0.5291,0.2397
454,246.00,-0.3352,0.2477
455,259.00,-0.0575,0.2511
456,240.00,-0.0727,0.2106
457,239.00,-0.6802,0.3068
458,254.00,-0.2107,0.2316
459,226.00,-0.0406,0.2333
460,229.00,-0.1686,0.2370
461,222.00,-0.4709,0.2190
462,271.00,-0.0514,0.1978
463,298.00,-0.1771,0.2193
464,228.00,-0.1758,0.2403
465,345.00,-0.2021,0.2623
466,303.00,-0.2748,1.2735
467,237.00,-0.0105,0.2195
468,268.00,-0.2503,0.2207
469,234.00,-0.0591,0.2243
470,221.00,-0.0448,0.1972
471,233.00,-0.3935,0.2943
472,276.00,-0.1079,0.1864
473,250.00,-0.9919,1.0847
474,230.00,-0.0088,0.3383
475,221.00,-0.0147,1.0156
476,169.00,-0.2707,0.8372
477,189.00,-0.3670,0.7408
478,243.00,-0.0300,0.6830
479,271.00,-0.0017,0.6797
480,194.00,-0.0802,0.6237
481,156.00,-0.0140,0.5878
482,153.00,-0.0171,0.5307
483,144.00,-0.5694,0.5008
484,171.00,-0.0434,0.4989
485,156.00,-0.0758,0.4454
486,131.00,-0.4102,0.4186
487,159.00,-0.0305,0.3762
488,155.00,-0.5405,0.3753
489,166.00,-0.0301,0.3821
490,125.00,-0.0496,0.3445
491,130.00,-0.0662,0.3489
492,133.00,-0.1963,0.3397
493,115.00,-0.0906,0.3141
494,131.00,-0.0704,0.2893
495,118.00,-0.0069,0.2927
496,110.00,-0.1245,0.2751
497,131.00,-0.0015,0.2595
498,104.00,-0.0115,0.2470
499,105.00,-0.0011,0.2209
500,16.00,-0.0366,0.3064
501,104.00,-0.9201,0.2053
502,118.00,-0.1033,0.2005
503,109.00,-0.0198,0.1822
504,126.00,-0.0016,0.1713
505,103.00,-0.1538,0.1704
506,118.00,-0.0010,0.1706
507,108.00,-0.1109,0.1610
508,108.00,-0.0289,0.1638
509,110.00,-0.0421,0.1628
510,78.00,-0.0020,0.1402
511,94.00,-0.0490,0.1331
512,84.00,-0.0016,0.1144
513,21.00,-0.0840,0.2897
514,36.00,-0.1682,0.3085
515,75.00,-0.0006,0.0846
516,53.00,-0.0185,0.1889
517,36.00,-0.0075,0.2487
518,30.00,-0.0178,0.2341
519,17.00,-0.0104,0.2285
520,27.00,-0.0048,0.1993
521,39.00,-0.0038,0.1694
522,39.00,-0.0011,0.1541
523,28.00,-0.0141,0.1899
524,21.00,-0.0467,0.1738
525,17.00,-0.0233,0.1860
526,35.00,-0.0028,0.1381
527,41.00,-0.0006,0.1046
528,36.00,-0.0193,0.1236
529,31.00,-0.0369,0.1391
530,21.00,-0.1705,0.1303
531,17.00,-0.0166,0.1278
532,22.00,-0.0124,0.1163
533,10.00,-0.0286,0.1097
534,22.00,-1.1444,0.0976
535,30.00,-0.0049,0.0959
536,21.00,-0.0026,0.0860
537,28.00,-0.0027,0.0847
538,22.00,-0.0109,0.0908
539,20.00,-0.0316,0.0989
540,37.00,-0.7717,0.0583
541,41.00,-0.0006,0.0566
542,40.00,-0.4828,0.0497
543,17.00,-0.0050,0.0898
544,75.00,-0.0014,0.0003
545,70.00,-0.0001,0.0060
546,31.00,-0.0088,0.0855
547,75.00,-0.0000,0.0002
548,67.00,-0.0003,0.0033
549,56.00,-0.0005,0.0336
550,74.00,-0.0004,0.0023
551,77.00,-0.0003,0.0038
552,96.00,-0.0018,0.0182
553,91.00,-0.1786,0.0196
554,104.00,-0.0020,0.0344
555,101.00,-0.0100,0.0311
556,101.00,-0.0053,0.0421
557,108.00,-0.0094,0.0460
558,106.00,-0.0019,0.0506
559,38.00,-0.0024,0.1610
560,110.00,-0.0004,0.0430
561,106.00,-0.0245,0.0519
562,110.00,-0.0128,0.0573
563,155.00,-0.0026,0.1391
564,103.00,-0.0555,0.1070
565,103.00,-0.4796,0.1172
566,148.00,-0.0424,0.1915
567,104.00,-0.0004,0.1351
568,115.00,-0.0031,0.1194
569,135.00,-0.3137,0.1600
570,141.00,-0.6742,0.1743
571,162.00,-0.6943,0.1887
572,181.00,-0.0087,0.2271
573,175.00,-0.0447,0.2308
574,165.00,-0.1178,0.2676
575,154.00,-0.0873,0.2529
576,164.00,-0.0085,0.2359
577,123.00,-0.3603,0.1891
578,120.00,-0.1841,0.1825
579,121.00,-0.5630,0.1757
580,107.00,-0.1014,0.1757
581,110.00,-0.0565,0.1546
582,105.00,-0.1519,0.1358
583,116.00,-0.0055,0.1377
584,99.00,-0.0280,0.1242
585,115.00,-0.0325,0.1126
586,97.00,-0.0340,0.1078
587,107.00,-0.0039,0.1007
588,18.00,-0.0156,0.3460
589,99.00,-0.0529,0.0692
590,98.00,-0.0592,0.0750
591,28.00,-0.0065,0.2302
592,100.00,-0.0060,0.0529
593,17.00,-0.0207,0.2910
594,19.00,-0.0129,0.2375
595,16.00,-0.1424,0.2318
596,22.00,-0.0077,0.1514
597,22.00,-0.0701,0.1855
598,18.00,-0.0062,0.1399
599,23.00,-0.3844,0.1509
600,25.00,-0.0140,0.1081
601,28.00,-0.0014,0.0809
602,101.00,-0.0099,0.0071
603,104.00,-0.0008,0.0123
604,104.00,-0.0751,0.0267
605,15.00,-0.3006,0.2733
606,89.00,-0.2630,0.0255
607,12.00,-0.4338,0.2306
608,25.00,-0.2076,0.1501
609,15.00,-0.1430,0.1844
610,29.00,-1.3864,0.0848
611,96.00,-0.0001,0.0183
612,100.00,-0.0062,0.0221
613,100.00,-0.0005,0.0279
614,102.00,-0.0028,0.0450
615,11.00,-0.0362,0.1510
616,13.00,-0.2350,0.1623
617,111.00,-0.0213,0.0399
618,112.00,-0.0025,0.0469
619,115.00,-0.1756,0.0570
620,111.00,-0.0008,0.0709
621,106.00,-0.0937,0.0741
622,108.00,-0.0077,0.0829
623,166.00,-0.0002,0.1136
624,125.00,-0.0057,0.1137
625,155.00,-0.2050,0.1698
626,139.00,-0.0102,0.1513
627,143.00,-0.4188,0.1704
628,164.00,-0.0192,0.2075
629,181.00,-0.0050,0.2474
630,161.00,-0.2646,0.2312
631,175.00,-0.0495,0.2463
632,182.00,-0.0021,0.2525
633,187.00,-0.0243,0.2492
634,168.00,-0.0042,0.2477
635,183.00,-0.1024,0.2615
636,163.00,-0.0873,0.2434
637,176.00,-0.0666,0.2476
638,173.00,-1.2525,0.2405
639,205.00,-0.4529,0.2800
640,188.00,-0.0857,0.2580
641,192.00,-0.2529,0.2650
642,189.00,-0.0263,0.2564
643,219.00,-0.0452,0.2483
644,163.00,-0.0209,0.2418
645,164.00,-0.0390,0.2433
646,157.00,-0.0713,0.2339
647,166.00,-0.0051,0.2419
648,144.00,-0.0014,0.2181
649,153.00,-0.0248,0.2018
650,146.00,-0.0071,0.2040
651,122.00,-0.0034,0.1986
652,132.00,-0.0709,0.1605
653,128.00,-0.0175,0.1572
654,140.00,-0.6445,0.1575
655,126.00,-0.0108,0.1233
656,148.00,-0.1178,0.1300
657,142.00,-0.0356,0.1375
658,124.00,-0.0066,0.1233
659,116.00,-0.0579,0.1132
660,128.00,-0.0244,0.1049
661,126.00,-0.0010,0.1109
662,102.00,-0.0436,0.0989
663,106.00,-0.0094,0.0919
664,114.00,-0.0069,0.0887
665,117.00,-0.1175,0.0809
666,114.00,-0.0239,0.0815
667,107.00,-0.4423,0.0741
668,114.00,-0.0592,0.0710
669,104.00,-0.0708,0.0599
670,111.00,-0.0251,0.0568
671,118.00,-0.0064,0.0620
672,99.00,-0.0611,0.0657
673,101.00,-0.3022,0.0550
674,109.00,-0.0111,0.0499
675,106.00,-0.0170,0.0530
676,105.00,-0.0282,0.0490
677,101.00,-0.0266,0.0495
678,103.00,-0.0627,0.0559
679,97.00,-0.0053,0.0433
680,9.00,-0.2176,0.5534
681,110.00,-0.0033,0.0352
682,120.00,-0.0127,0.0456
683,101.00,-0.3708,0.0485
684,96.00,-0.1798,0.0483
685,100.00,-0.0340,0.0515
686,15.00,-0.1819,0.3760
687,91.00,-0.0102,0.0388
688,19.00,-0.0255,0.2493
689,24.00,-0.0132,0.2023
690,26.00,-0.0032,0.1609
691,24.00,-0.0182,0.1256
692,96.00,-0.0283,0.0089
693,93.00,-0.0703,0.0141
694,96.00,-0.0250,0.0212
695,30.00,-0.0010,0.1312
696,98.00,-0.0050,0.0203
697,94.00,-0.0037,0.0253
698,107.00,-0.0252,0.0351
699,109.00,-0.0417,0.0402
700,100.00,-0.0086,0.0559
701,108.00,-0.0287,0.0527
702,126.00,-0.0031,0.0631
703,129.00,-0.0148,0.0799
704,126.00,-0.0487,0.0938
705,117.00,-0.0611,0.1057
706,113.00,-0.1725,0.0961
707,160.00,-0.2018,0.1242
708,117.00,-0.0052,0.1168
709,119.00,-0.2652,0.1092
710,166.00,-0.0055,0.1679
711,144.00,-1.3437,0.1513
712,168.00,-0.0084,0.1813
713,175.00,-0.2925,0.1945
714,186.00,-0.2458,0.2295
715,197.00,-0.0458,0.2391
716,185.00,-0.4832,0.2414
717,196.00,-0.0788,0.2597
718,186.00,-0.5918,0.2488
719,223.00,-0.0454,0.2689
720,203.00,-0.0420,0.2722
721,203.00,-0.0819,0.2646
722,201.00,-0.2363,0.2922
723,186.00,-0.0360,0.2476
724,181.00,-0.1427,0.2640
725,157.00,-0.4376,0.2346
726,153.00,-0.1146,0.2327
727,168.00,-0.0360,0.2211
728,165.00,-0.1184,0.2006
729,165.00,-0.4999,0.2002
730,160.00,-0.0255,0.2005
731,141.00,-0.0177,0.1808
732,168.00,-0.0040,0.1808
733,143.00,-0.1012,0.1725
734,146.00,-0.2042,0.1689
735,129.00,-0.1081,0.1598
736,139.00,-0.3510,0.1507
737,138.00,-0.0317,0.1361
738,140.00,-0.0217,0.1350
739,137.00,-0.0019,0.1387
740,149.00,-0.0944,0.1276
741,143.00,-0.7651,0.1325
742,150.00,-0.2195,0.1482
743,138.00,-0.4304,0.1506
